A,C,D,E,F,G,H,I,J
2691,Michelle Ellison,49668,-15.37,3.74,0.94,Ontario,Rubber Bands,0.83
2692,Michael Nguyen,50309,-314.22,6.98,9.69,Ontario,Storage & Organization,0.83
2693,Patrick O'Donnell,52327,21.5,152.48,6.5,Ontario,Computer Peripherals,0.74
2694,Patrick O'Donnell,52327,-14.69,4.98,4.7,Ontario,Paper,0.38
2695,Scot Coram,52516,335.29,119.99,56.14,Ontario,Office Machines,0.39
2696,Scot Coram,52516,-31.67,10.23,4.68,Ontario,"Scissors, Rulers and Trimmers",0.59
2697,Todd Boyes,52800,-27.29,1.86,2.58,Ontario,Rubber Bands,0.82
2698,Scot Coram,53574,-297.02,80.98,35,Ontario,Storage & Organization,0.81
2699,Sean Miller,54023,-8.59,8.85,5.6,Ontario,Binders and Binder Accessories,0.36
2700,Scot Coram,55265,346.14,20.99,0.99,Ontario,Telephones and Communication,0.37
2701,Lena Radford,55398,-1085.52,4.48,49,Ontario,Appliances,0.6
2702,Shahid Collister,55458,-167.42,3.52,6.83,Ontario,Binders and Binder Accessories,0.38
2703,Shahid Collister,55458,-30.71,14.98,7.69,Ontario,Storage & Organization,0.57
2704,Michelle Ellison,55809,-180.61,100.98,45,Ontario,Chairs & Chairmats,0.69
2705,Maria Zettner,56992,-41.26,30.98,17.08,Ontario,Paper,0.4
2706,Patrick O'Donnell,58210,-139.52,3.58,5.47,Ontario,Binders and Binder Accessories,0.37
2707,Michael Dominguez,58277,-23.35,11.7,6.96,Ontario,Appliances,0.5
2708,Nathan Gelder,58720,597.16,52.4,16.11,Ontario,Binders and Binder Accessories,0.39
2709,Nathan Gelder,58720,13.87,30.98,8.74,Ontario,Paper,0.4
2710,Patricia Hirasaki,58820,61.51,12.2,6.02,Ontario,Office Furnishings,0.43
2711,Thea Hendricks,1154,57.1,70.97,3.5,Newfoundland,Appliances,0.59
2712,Corey Catlett,1382,-107.1,20.99,2.5,Newfoundland,Telephones and Communication,0.81
2713,Corey Catlett,1382,-130.66,3.98,5.26,Newfoundland,Binders and Binder Accessories,0.38
2714,Corey Catlett,1382,487.17,220.98,64.66,Newfoundland,Bookcases,0.62
2715,Ed Jacobs,1411,-459.86,160.98,35.02,Newfoundland,Bookcases,0.72
2716,Noel Staavos,1444,-13.67,6.48,8.74,Newfoundland,Paper,0.36
2717,Keith Herrera,3942,-247.18,85.99,0.99,Newfoundland,Telephones and Communication,0.85
2718,Carlos Meador,4647,293.14,162.93,19.99,Newfoundland,Envelopes,0.39
2719,Carlos Meador,4647,-6.61,11.58,5.72,Newfoundland,Envelopes,0.35
2720,Corinna Mitchell,4960,763.33,300.98,64.73,Newfoundland,Chairs & Chairmats,0.56
2721,Raymond Fair,7367,-59.98,6.48,2.74,Newfoundland,Computer Peripherals,0.71
2722,Carlos Meador,7938,132.56,9.93,1.09,Newfoundland,Pens & Art Supplies,0.43
2723,Karl Brown,8320,72.78,30.73,4,Newfoundland,Computer Peripherals,0.75
2724,Natalie Webber,8807,-78.54,125.99,4.2,Newfoundland,Telephones and Communication,0.57
2725,Eric Barreto,9062,1193.19,99.23,8.99,Newfoundland,Office Furnishings,0.35
2726,Hunter Lopez,9602,600.93,90.97,28,Newfoundland,Office Machines,0.38
2727,Hunter Lopez,9602,-399.67,114.98,51.42,Newfoundland,Bookcases,0.65
2728,Barry Franz,10209,-12,33.98,19.99,Newfoundland,Office Furnishings,0.55
2729,Barry Franz,10338,15.36,90.97,14,Newfoundland,Office Machines,0.36
2730,Craig Yedwab,10688,-200.84,41.47,34.2,Newfoundland,Office Furnishings,0.73
2731,Eric Barreto,11206,39.63,28.53,1.49,Newfoundland,Binders and Binder Accessories,0.38
2732,Chuck Sachs,11585,-605.37,125.99,8.99,Newfoundland,Telephones and Communication,0.55
2733,Muhammed Lee,12868,-5.26,4.48,1.22,Newfoundland,Paper,0.36
2734,Karl Brown,14215,964.1,55.48,6.79,Newfoundland,Paper,0.37
2735,Karl Brown,14662,-1.78,1.68,1,Newfoundland,Pens & Art Supplies,0.35
2736,Bobby Trafton,14727,-513.79,212.6,52.2,Newfoundland,Tables,0.64
2737,David Flashing,15781,0.9,27.48,4,Newfoundland,Computer Peripherals,0.75
2738,Rick Duston,17157,574.98,125.99,4.2,Newfoundland,Telephones and Communication,0.57
2739,Troy Staebel,17795,-15.92,11.33,6.12,Newfoundland,Appliances,0.42
2740,Nora Paige,20449,162.18,67.28,19.99,Newfoundland,Binders and Binder Accessories,0.4
2741,Amy Cox,21890,4.06,2.94,0.96,Newfoundland,Pens & Art Supplies,0.58
2742,Harold Dahlen,22020,10.18,13.48,4.51,Newfoundland,Storage & Organization,0.59
2743,Bobby Trafton,22149,38.11,4.26,1.2,Newfoundland,Pens & Art Supplies,0.44
2744,Jay Fine,23078,-15.9,9.78,5.76,Newfoundland,Envelopes,0.35
2745,Nora Paige,23619,-52.5,150.98,13.99,Newfoundland,Office Machines,0.38
2746,Dan Campbell,24003,1.33,1.76,0.7,Newfoundland,Pens & Art Supplies,0.56
2747,Dan Campbell,24003,4.69,24.98,8.79,Newfoundland,Storage & Organization,0.66
2748,George Zrebassa,25442,742.96,55.48,4.85,Newfoundland,Paper,0.37
2749,Rick Duston,25927,105.7,22.01,5.53,Newfoundland,Pens & Art Supplies,0.59
2750,Eleni McCrary,26243,-4.9,1.82,1,Newfoundland,Pens & Art Supplies,0.4
2751,Frank Atkinson,28515,302.12,21.38,2.99,Newfoundland,Binders and Binder Accessories,0.36
2752,Astrea Jones,29667,-51.75,15.28,10.91,Newfoundland,Binders and Binder Accessories,0.36
2753,Giulietta Dortch,30023,-76.34,11.35,8.6,Newfoundland,Storage & Organization,0.57
2754,Cathy Hwang,30215,18.42,6.88,2,Newfoundland,Paper,0.39
2755,Damala Kotsonis,31845,28.61,10.06,2.06,Newfoundland,Paper,0.39
2756,David Flashing,32999,-193.58,100.98,35.84,Newfoundland,Bookcases,0.62
2757,Dianna Arnett,35777,5.91,4.13,1.23,Newfoundland,Pens & Art Supplies,0.55
2758,Fred McMath,36005,-16.54,14.98,7.69,Newfoundland,Storage & Organization,0.57
2759,Christy Brittain,36196,17.31,9.77,6.02,Newfoundland,Office Furnishings,0.48
2760,Tom Prescott,36230,-31.38,7.28,3.52,Newfoundland,Computer Peripherals,0.68
2761,Yana Sorensen,36294,100.22,12.95,4.98,Newfoundland,Binders and Binder Accessories,0.4
2762,Harold Dahlen,36737,215.43,65.99,5.99,Newfoundland,Telephones and Communication,0.58
2763,Brad Thomas,37287,0.89,2.98,1.58,Newfoundland,Rubber Bands,0.39
2764,Cynthia Voltz,37831,76.59,15.98,4,Newfoundland,Computer Peripherals,0.37
2765,Dean Percer,38372,106.45,9.68,2.03,Newfoundland,Paper,0.37
2766,Ben Peterman,38912,310.19,65.99,4.99,Newfoundland,Telephones and Communication,0.57
2767,Astrea Jones,39040,-1,1.98,0.7,Newfoundland,Rubber Bands,0.83
2768,Tracy Poddar,40896,42.86,7.4,1.71,Newfoundland,Paper,0.4
2769,Michael Paige,40994,323.08,20.98,1.49,Newfoundland,Binders and Binder Accessories,0.35
2770,Barry Franz,41607,1719.47,120.98,9.07,Newfoundland,Binders and Binder Accessories,0.35
2771,Corey Roper,41666,-97.92,28.99,8.59,Newfoundland,Telephones and Communication,0.56
2772,Maureen Gastineau,42306,-63.03,2.28,5.2,Newfoundland,Pens & Art Supplies,0.41
2773,Muhammed Yedwab,42469,98.69,31.74,12.62,Newfoundland,Binders and Binder Accessories,0.37
2774,Alex Grayson,42528,56.73,3.49,0.76,Newfoundland,Rubber Bands,0.39
2775,Muhammed Yedwab,42884,-969.05,400.98,42.52,Newfoundland,Tables,0.71
2776,Damala Kotsonis,43302,-5.14,1.95,1.63,Newfoundland,Pens & Art Supplies,0.46
2777,Astrea Jones,43460,-17.6,8.04,8.94,Newfoundland,Binders and Binder Accessories,0.4
2778,Chris Cortes,43972,-62.33,65.99,8.99,Newfoundland,Telephones and Communication,0.58
2779,Dan Campbell,44000,-19.1,30.98,19.51,Newfoundland,Envelopes,0.36
2780,Rick Duston,46177,-292.7,12.99,14.37,Newfoundland,Office Furnishings,0.73
2781,Corey Roper,48226,-108.8,100.98,35.84,Newfoundland,Bookcases,0.62
2782,Amy Cox,48455,76.63,22.84,11.54,Newfoundland,Paper,0.39
2783,Sara Luxemburg,48929,-48.91,35.44,19.99,Newfoundland,Paper,0.38
2784,Christy Brittain,48994,-311.23,167.27,35,Newfoundland,Storage & Organization,0.85
2785,Eric Murdock,51111,-257.72,65.99,5.92,Newfoundland,Telephones and Communication,0.55
2786,Paul Knutson,55425,963.68,125.99,7.69,Newfoundland,Telephones and Communication,0.59
2787,Cynthia Voltz,55815,458.4,105.29,10.12,Newfoundland,Office Furnishings,0.79
2788,Janet Martin,55940,1041.29,100.98,7.18,Newfoundland,Computer Peripherals,0.4
2789,Nicole Brennan,56166,-62.19,100.89,42,Newfoundland,Chairs & Chairmats,0.61
2790,Christy Brittain,57638,78.89,11.48,5.43,Newfoundland,Paper,0.36
2791,Christy Brittain,57638,-85.58,2.08,2.56,Newfoundland,"Scissors, Rulers and Trimmers",0.55
2792,Jennifer Patt,57890,282.32,55.48,6.79,Newfoundland,Paper,0.37
2793,Elpida Rittenbach,2244,21.47,3.8,1.49,Nova Scotia,Binders and Binder Accessories,0.38
2794,David Wiener,3104,-240.78,6.48,8.88,Nova Scotia,Paper,0.37
2795,David Wiener,3104,7.29,15.94,5.45,Nova Scotia,Pens & Art Supplies,0.55
2796,Elpida Rittenbach,6179,197.76,9.78,1.39,Nova Scotia,Envelopes,0.39
2797,Elpida Rittenbach,6179,234.61,200.99,8.08,Nova Scotia,Telephones and Communication,0.59
2798,David Wiener,11747,-261.55,99.99,19.99,Nova Scotia,Office Machines,0.52
2799,David Wiener,11877,320.07,41.94,2.99,Nova Scotia,Binders and Binder Accessories,0.35
2800,David Wiener,11877,33.59,4.73,1.52,Nova Scotia,Paper,0.36
2801,Elpida Rittenbach,15271,589.38,128.24,12.65,Nova Scotia,Chairs & Chairmats,
2802,Elpida Rittenbach,15271,-77.9,35.99,1.25,Nova Scotia,Telephones and Communication,0.57
2803,David Wiener,22561,-27.78,17.67,8.99,Nova Scotia,Office Furnishings,0.47
2804,David Wiener,22561,-19.77,8.67,3.5,Nova Scotia,Appliances,0.58
2805,David Wiener,22561,-245.09,99.99,19.99,Nova Scotia,Computer Peripherals,0.5
2806,Elpida Rittenbach,25860,239.94,83.98,5.01,Nova Scotia,Envelopes,0.38
2807,Elpida Rittenbach,25860,-185.89,65.99,19.99,Nova Scotia,Telephones and Communication,0.59
2808,Peter McVee,775,-19.17,1.26,0.7,Nova Scotia,Rubber Bands,0.81
2809,Peter McVee,775,-1.25,4.26,1.2,Nova Scotia,Pens & Art Supplies,0.44
2810,Karen Carlisle,900,507.58,40.98,2.99,Nova Scotia,Binders and Binder Accessories,0.36
2811,Stefania Perrino,964,-1.28,9.93,1.09,Nova Scotia,Pens & Art Supplies,0.43
2812,Jay Fine,2722,807.62,40.97,1.99,Nova Scotia,Computer Peripherals,0.42
2813,Paul Lucas,3078,-187.29,291.73,48.8,Nova Scotia,Chairs & Chairmats,0.56
2814,George Zrebassa,3456,332.3,280.98,35.67,Nova Scotia,Tables,0.66
2815,George Zrebassa,3556,-103.55,5.74,5.01,Nova Scotia,Binders and Binder Accessories,0.39
2816,Karl Brown,3654,4031.62,204.1,13.99,Nova Scotia,Office Machines,0.37
2817,Karl Brown,3654,3160.63,279.81,23.19,Nova Scotia,Appliances,0.59
2818,Evan Henry,3680,-61.75,6.48,6,Nova Scotia,Paper,0.37
2819,Keith Herrera,3942,-42.61,20.15,8.99,Nova Scotia,Pens & Art Supplies,0.58
2820,Alyssa Tate,4162,-319.02,193.17,19.99,Nova Scotia,Storage & Organization,0.71
2821,Michael Stewart,4896,259.47,35.41,1.99,Nova Scotia,Computer Peripherals,0.43
2822,Michael Stewart,4896,-124.51,125.99,5.99,Nova Scotia,Telephones and Communication,0.56
2823,Paul Lucas,4965,56.05,76.72,19.95,Nova Scotia,Appliances,0.54
2824,Shirley Jackson,5830,241.74,40.97,14.45,Nova Scotia,Office Furnishings,0.57
2825,Barry Weirich,6116,-72.23,19.98,4,Nova Scotia,Computer Peripherals,0.68
2826,Natalie Webber,6695,-279.93,5.81,8.49,Nova Scotia,Binders and Binder Accessories,0.39
2827,Damala Kotsonis,6885,-181.27,113.98,30,Nova Scotia,Chairs & Chairmats,0.69
2828,Karen Carlisle,7458,-5.37,14.45,7.17,Nova Scotia,Binders and Binder Accessories,0.38
2829,Karen Carlisle,7458,-165.74,10.97,6.5,Nova Scotia,Computer Peripherals,0.64
2830,Natalie Webber,8807,-6.04,22.84,11.54,Nova Scotia,Paper,0.39
2831,Katherine Murray,9024,583.75,65.99,2.79,Nova Scotia,Telephones and Communication,0.56
2832,Hunter Lopez,9602,-24.87,2.12,1.99,Nova Scotia,Computer Peripherals,0.55
2833,Eric Barreto,9894,103.83,355.98,58.92,Nova Scotia,Chairs & Chairmats,0.64
2834,Barry Franz,10338,33.99,44.43,46.59,Nova Scotia,Tables,0.67
2835,Fred McMath,11011,-129.86,8.74,8.29,Nova Scotia,Envelopes,0.38
2836,Berenike Kampe,11271,-115.8,3.28,3.97,Nova Scotia,Pens & Art Supplies,0.56
2837,Dean Percer,12005,-164.59,415.88,11.37,Nova Scotia,Storage & Organization,0.57
2838,Muhammed Lee,13284,3858.28,420.98,19.99,Nova Scotia,Binders and Binder Accessories,0.35
2839,Muhammed Lee,13284,674.99,37.7,2.99,Nova Scotia,Binders and Binder Accessories,0.35
2840,Noel Staavos,13476,-121.39,52.99,19.99,Nova Scotia,Storage & Organization,0.81
2841,Bobby Trafton,14182,355.93,125.99,8.08,Nova Scotia,Telephones and Communication,0.57
2842,Rick Duston,14375,1110.35,83.93,19.99,Nova Scotia,Envelopes,0.38
2843,Karl Brown,14528,11.02,5.98,1.49,Nova Scotia,Binders and Binder Accessories,0.39
2844,Karl Brown,14662,-66.26,4.98,4.75,Nova Scotia,Paper,0.36
2845,Karl Brown,14662,1275.67,125.99,8.99,Nova Scotia,Telephones and Communication,0.59
2846,Erica Hernandez,15009,61.09,7.78,2.5,Nova Scotia,Envelopes,0.38
2847,Tony Molinari,15619,20.57,3.29,1.35,Nova Scotia,Rubber Bands,0.4
2848,Elizabeth Moffitt,15971,32.75,175.99,8.99,Nova Scotia,Telephones and Communication,0.57
2849,Harold Dahlen,16036,-818.32,80.98,35,Nova Scotia,Storage & Organization,0.81
2850,David Flashing,16452,9.34,2.88,1.01,Nova Scotia,Pens & Art Supplies,0.55
2851,David Flashing,16548,-2595.65,71.37,69,Nova Scotia,Tables,0.68
2852,Berenike Kampe,17408,-132.63,5.4,7.78,Nova Scotia,Binders and Binder Accessories,0.37
2853,Noel Staavos,17410,-247.24,65.99,8.99,Nova Scotia,Telephones and Communication,0.56
2854,Deanra Eno,18849,50.83,131.12,0.99,Nova Scotia,Appliances,0.55
2855,Fred McMath,19174,1142.08,179.99,13.99,Nova Scotia,Telephones and Communication,0.57
2856,Fred McMath,19174,152.75,65.99,2.5,Nova Scotia,Telephones and Communication,0.56
2857,Fred McMath,19174,665.63,33.98,1.99,Nova Scotia,Computer Peripherals,0.45
2858,Chuck Sachs,20098,-61.1,15.99,9.4,Nova Scotia,Office Machines,0.49
2859,Chris Cortes,20711,-19.52,18.97,9.03,Nova Scotia,Paper,0.37
2860,Raymond Fair,20932,-4.73,3.26,1.86,Nova Scotia,Pens & Art Supplies,0.41
2861,Chuck Sachs,21319,-1042.71,449.99,49,Nova Scotia,Copiers and Fax,0.38
2862,Bobby Trafton,21344,171.07,41.32,8.66,Nova Scotia,Office Furnishings,0.76
2863,Mark Packer,21538,-1.18,2.94,0.96,Nova Scotia,Pens & Art Supplies,0.58
2864,Eric Barreto,21574,-37.2,2.12,1.99,Nova Scotia,Computer Peripherals,0.55
2865,Noel Staavos,22242,-279.93,6.48,9.54,Nova Scotia,Paper,0.37
2866,Jay Fine,23078,-17.68,40.99,19.99,Nova Scotia,Paper,0.36
2867,Ann Blume,23271,-1748.34,808.49,55.3,Nova Scotia,Office Machines,0.4
2868,Alan Shonely,23428,234.68,22.84,8.18,Nova Scotia,Paper,0.39
2869,Nora Paige,23619,-104.99,6.24,5.22,Nova Scotia,Office Furnishings,0.6
2870,Nora Paige,23619,644.81,65.99,5.92,Nova Scotia,Telephones and Communication,0.55
2871,Frank Atkinson,24067,-95.31,3.98,5.26,Nova Scotia,Binders and Binder Accessories,0.38
2872,Katrina Willman,25092,28.14,21.38,2.99,Nova Scotia,Binders and Binder Accessories,0.37
2873,Katrina Willman,25092,-2.82,1.81,0.75,Nova Scotia,Rubber Bands,0.52
2874,Stefania Perrino,25280,28.75,4.13,1.17,Nova Scotia,Pens & Art Supplies,0.57
2875,George Zrebassa,25442,67.6,11.34,5.01,Nova Scotia,Paper,0.36
2876,Hunter Lopez,25666,369.46,140.85,19.99,Nova Scotia,Storage & Organization,0.73
2877,Ann Blume,25669,15.42,3.69,0.5,Nova Scotia,Labels,0.38
2878,Janet Martin,26276,1040.62,170.98,13.99,Nova Scotia,Office Furnishings,0.75
2879,Noel Staavos,26912,55.87,53.98,5.5,Nova Scotia,Computer Peripherals,0.62
2880,Alyssa Tate,27137,-165.54,35.99,1.1,Nova Scotia,Telephones and Communication,0.55
2881,Karl Brown,27335,-100.6,2.66,6.35,Nova Scotia,Envelopes,0.36
2882,Anthony Garverick,27430,278.6,105.98,13.99,Nova Scotia,Office Furnishings,0.65
2883,Aaron Hawkins,27559,79.34,12.28,4.86,Nova Scotia,Paper,0.38
2884,Mark Packer,29797,-337.98,14.89,13.56,Nova Scotia,Office Furnishings,0.58
2885,Giulietta Dortch,30023,3256.81,400.97,48.26,Nova Scotia,Office Machines,0.36
2886,Carlos Meador,31682,455.42,76.72,19.95,Nova Scotia,Appliances,0.54
2887,Damala Kotsonis,31845,807.29,100.98,15.66,Nova Scotia,Appliances,0.57
2888,Dave Poirier,32389,-7.5,39.99,10.25,Nova Scotia,Computer Peripherals,0.55
2889,Christy Brittain,32420,-168.72,5.02,5.14,Nova Scotia,Computer Peripherals,0.79
2890,Troy Staebel,33699,-114.2,16.74,7.04,Nova Scotia,Storage & Organization,0.81
2891,Troy Staebel,33699,70.39,6.45,1.34,Nova Scotia,Paper,0.36
2892,Bradley Drucker,33797,653.68,297.64,14.7,Nova Scotia,Office Machines,0.57
2893,Bradley Drucker,33797,-449.04,12.99,14.37,Nova Scotia,Office Furnishings,0.73
2894,Bradley Drucker,33797,-22.37,14.42,6.75,Nova Scotia,Appliances,0.52
2895,Mark Haberlin,33958,-120.05,20.99,3.3,Nova Scotia,Telephones and Communication,0.81
2896,Mark Haberlin,33958,5.56,25.99,5.37,Nova Scotia,Pens & Art Supplies,0.56
2897,Anthony Garverick,36454,-36.06,7.98,6.5,Nova Scotia,Storage & Organization,0.59
2898,Brad Thomas,36609,-23.29,4.98,5.49,Nova Scotia,Paper,0.38
2899,Barry Franz,36800,-7.04,10.89,4.5,Nova Scotia,Appliances,0.59
2900,Brad Thomas,37287,2.37,6.64,4.95,Nova Scotia,Office Furnishings,0.37
2901,Mark Packer,37443,840.55,59.98,3.99,Nova Scotia,Appliances,0.57
2902,Eleni McCrary,37792,82.49,3.69,0.5,Nova Scotia,Labels,0.38
2903,Eleni McCrary,37829,-84.69,8.74,8.29,Nova Scotia,Envelopes,0.38
2904,Ann Blume,38087,-76.89,49.99,19.99,Nova Scotia,Computer Peripherals,0.41
2905,Brendan Murry,38341,122.29,20.99,0.99,Nova Scotia,Telephones and Communication,0.57
2906,Chuck Sachs,38599,-741.81,101.41,35,Nova Scotia,Storage & Organization,0.82
2907,Troy Staebel,38721,-25,6.64,54.95,Nova Scotia,Office Furnishings,0.37
2908,Troy Staebel,38721,363,90.48,19.99,Nova Scotia,Envelopes,0.4
2909,Paul Knutson,38976,358.19,449.99,49,Nova Scotia,Copiers and Fax,0.38
2910,Emily Burns,39300,-43.48,4.06,6.89,Nova Scotia,Appliances,0.6
2911,Troy Staebel,39393,-32.43,9.49,5.76,Nova Scotia,Office Machines,0.39
2912,Chris Cortes,39842,114.45,41.32,8.66,Nova Scotia,Office Furnishings,0.76
2913,Stefania Perrino,41766,10.06,34.54,14.72,Nova Scotia,Binders and Binder Accessories,0.37
2914,Maureen Gastineau,42306,146.79,40.98,5.33,Nova Scotia,Appliances,0.57
2915,Alex Grayson,42528,47.65,35.44,19.99,Nova Scotia,Paper,0.38
2916,Alex Grayson,42528,-43.52,17.7,9.47,Nova Scotia,Storage & Organization,0.59
2917,Alex Grayson,42528,81.87,9.78,1.99,Nova Scotia,Computer Peripherals,0.43
2918,Damala Kotsonis,43302,1925.58,205.99,5,Nova Scotia,Telephones and Communication,0.59
2919,Carlos Meador,43813,-266.22,15.51,17.78,Nova Scotia,Storage & Organization,0.59
2920,Frank Atkinson,44292,-3.78,5.18,2.04,Nova Scotia,Paper,0.36
2921,Deanra Eno,44583,-19.74,2.22,5,Nova Scotia,Appliances,0.55
2922,Michael Oakman,45381,-7.95,5.89,5.57,Nova Scotia,Office Furnishings,0.41
2923,Chuck Sachs,46531,-270.57,111.96,69,Nova Scotia,Tables,0.63
2924,Deborah Brumfield,47136,18.96,4.82,1.49,Nova Scotia,Binders and Binder Accessories,0.36
2925,Dianna Arnett,47813,-76.94,6.68,5.66,Nova Scotia,Paper,0.37
2926,Alex Grayson,48263,-124.72,5.98,7.5,Nova Scotia,Paper,0.4
2927,Amy Cox,48455,-3.18,10.98,3.37,Nova Scotia,"Scissors, Rulers and Trimmers",0.57
2928,Erica Hernandez,48706,-130.96,7.28,11.15,Nova Scotia,Paper,0.37
2929,Sara Luxemburg,48929,939.67,47.9,5.86,Nova Scotia,Paper,0.37
2930,David Flashing,48963,-31.14,6.48,5.94,Nova Scotia,Paper,0.37
2931,Deanra Eno,49312,-128.52,4.98,7.54,Nova Scotia,Paper,0.38
2932,Robert Barroso,49472,12.09,9.78,1.99,Nova Scotia,Computer Peripherals,0.43
2933,Robert Barroso,49472,0.08,3.29,1.35,Nova Scotia,Rubber Bands,0.4
2934,Darrin Sayre,49891,80.73,5.98,1.49,Nova Scotia,Binders and Binder Accessories,0.39
2935,Sara Luxemburg,49984,7.31,3.8,1.49,Nova Scotia,Binders and Binder Accessories,0.38
2936,Sara Luxemburg,49984,-130.61,6.48,8.4,Nova Scotia,Paper,0.37
2937,Deborah Brumfield,50471,1358.53,226.67,28.16,Nova Scotia,Chairs & Chairmats,0.59
2938,Eleni McCrary,51203,3146.22,550.98,45.7,Nova Scotia,Tables,0.71
2939,Eleni McCrary,51233,20.12,7.59,4,Nova Scotia,Office Furnishings,0.42
2940,Alyssa Tate,52195,-2.83,14.45,7.17,Nova Scotia,Binders and Binder Accessories,0.38
2941,Michael Kennedy,53123,14,10.98,5.14,Nova Scotia,Binders and Binder Accessories,0.36
2942,Marc Crier,54533,-42.72,7.1,6.05,Nova Scotia,Binders and Binder Accessories,0.39
2943,Bobby Elias,55139,9.32,3.28,0.98,Nova Scotia,Pens & Art Supplies,0.52
2944,Christy Brittain,55392,3.21,2.84,0.93,Nova Scotia,Pens & Art Supplies,0.54
2945,Joni Wasserman,55616,-102.25,5.98,4.38,Nova Scotia,Computer Peripherals,0.75
2946,Karen Ferguson,55909,-93.83,172.99,19.99,Nova Scotia,Binders and Binder Accessories,0.39
2947,Mark Haberlin,55938,-468.89,95.99,35,Nova Scotia,Storage & Organization,
2948,Nicole Brennan,56166,-54.34,14.42,6.75,Nova Scotia,Appliances,0.52
2949,Sara Luxemburg,56515,60.79,6.3,0.5,Nova Scotia,Labels,0.39
2950,Giulietta Dortch,56768,20.06,2.88,0.7,Nova Scotia,Pens & Art Supplies,0.56
2951,Bradley Talbott,56900,16.11,3.41,0.7,Nova Scotia,Rubber Bands,0.37
2952,Bradley Talbott,57056,-2897.25,70.89,89.3,Nova Scotia,Tables,0.72
2953,Brian Stugart,58372,43.2,3.98,0.7,Nova Scotia,Pens & Art Supplies,0.52
2954,Deborah Brumfield,59270,8788.81,517.48,16.63,Nova Scotia,Office Machines,0.59
2955,Deborah Brumfield,59270,453.03,142.86,19.99,Nova Scotia,Storage & Organization,0.56
2956,Maureen Gastineau,59619,-47.55,5.98,7.15,Nova Scotia,Paper,0.36
2957,Julia Barnett,59781,329.28,180.98,30,Nova Scotia,Chairs & Chairmats,0.69
2958,Emily Phan,132,-603.8,130.98,54.74,Nova Scotia,Bookcases,0.69
2959,Liz Willingham,258,-91.14,6.48,8.74,Nova Scotia,Paper,0.36
2960,Liz Willingham,258,-284.4,20.98,53.03,Nova Scotia,Storage & Organization,0.78
2961,Craig Yedwab,325,-178.71,115.99,4.23,Nova Scotia,Telephones and Communication,0.56
2962,Noel Staavos,1444,8249.86,699.99,24.49,Nova Scotia,Copiers and Fax,0.41
2963,Andy Reiter,2084,94.97,40.99,17.48,Nova Scotia,Paper,0.36
2964,Ben Peterman,3332,-3.51,3.26,1.86,Nova Scotia,Pens & Art Supplies,0.41
2965,Alex Grayson,3397,-20.25,19.98,4,Nova Scotia,Computer Peripherals,0.68
2966,George Zrebassa,3556,1161.89,128.24,12.65,Nova Scotia,Chairs & Chairmats,
2967,Denise Leinenbach,3589,28.55,3.15,0.49,Nova Scotia,Labels,0.37
2968,Muhammed Lee,3905,-377.25,60.89,32.41,Nova Scotia,Chairs & Chairmats,0.56
